sourcePath,sourceType,targetPath,targetType,mappingStrategy,status,testCaseId,notes
pacs00800101.cdtTrfTxInf[].pmtTpInf.svcLvl.cd.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].pmtTpInf.svcLvl.cd.SEPA,ServiceLevel1Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].pmtTpInf.svcLvl.cd.SDVA,ServiceLevel1Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].pmtTpInf.svcLvl.cd.PRPT,ServiceLevel1Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].pmtTpInf.svcLvl.prtry,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId.prtry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].poolgAdjstmntDt,LocalDate,,,,not-started,,
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId,BranchData,pacs00900101.cdtTrfTxInf[].cdtr.brnchId,BranchData,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.nm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.nm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr,PostalAddress1,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr,PostalAddress1,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.adrLine,List<String>,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrLine,List<String>,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.adrTp,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.adrTp.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.adrTp.MLTO,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.MLTO,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.adrTp.DLVY,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.DLVY,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.bldgNb,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.bldgNb,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.ctry,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.ctrySubDvsn,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctrySubDvsn,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.pstCd,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.pstCd,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.strtNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.strtNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.brnchId.pstlAdr.twnNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.twnNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId,FinancialInstitutionIdentification5Choice,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId,FinancialInstitutionIdentification5Choice,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.BIC,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.BIC,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.clrSysMmbId,ClearingSystemMemberIdentification3Choice,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId,ClearingSystemMemberIdentification3Choice,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.clrSysMmbId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.clrSysMmbId.prtry,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId.prtry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId,FinancialInstitutionIdentification3,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId,FinancialInstitutionIdentification3,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.BIC,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.BIC,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.clrSysMmbId,ClearingSystemMemberIdentification3Choice,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId,ClearingSystemMemberIdentification3Choice,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.clrSysMmbId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.clrSysMmbId.prtry,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId.prtry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.nm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.nm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.prtryId,GenericIdentification3,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId.prtryId,GenericIdentification3,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.prtryId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.prtryId.issr,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId.prtryId.issr,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr,PostalAddress1,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr,PostalAddress1,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.adrLine,List<String>,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrLine,List<String>,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.adrTp,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.adrTp.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.adrTp.ADDR,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.adrTp.PBOX,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.adrTp.HOME,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.adrTp.BIZZ,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.adrTp.MLTO,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.MLTO,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.adrTp.DLVY,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.DLVY,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.bldgNb,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.bldgNb,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.ctry,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.ctrySubDvsn,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctrySubDvsn,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.pstCd,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.pstCd,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.strtNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.strtNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.cmbndId.pstlAdr.twnNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.twnNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr,NameAndAddress7,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.nmAndAdr,NameAndAddress7,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.nm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.nm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr,PostalAddress1,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr,PostalAddress1,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.adrLine,List<String>,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrLine,List<String>,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.ADDR,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.ADDR,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.PBOX,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.PBOX,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.HOME,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.HOME,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.BIZZ,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.BIZZ,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.MLTO,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.MLTO,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.adrTp.DLVY,AddressType2Code,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.DLVY,AddressType2Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.bldgNb,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.bldgNb,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.ctry,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.ctrySubDvsn,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.ctrySubDvsn,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.pstCd,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.pstCd,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.strtNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.strtNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.nmAndAdr.pstlAdr.twnNm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.twnNm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.prtryId,GenericIdentification3,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId.prtryId,GenericIdentification3,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.prtryId.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgt.finInstnId.prtryId.issr,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.cmbndId.prtryId.issr,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct,CashAccount7,pacs00900101.cdtTrfTxInf[].prvsInstgAgtAcct,CashAccount7,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.ccy,String,pacs00900101.cdtTrfTxInf[].cdtrAcct.ccy,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.id,AccountIdentification3Choice,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.id.BBAN,String,pacs00900101.cdtTrfTxInf[].cdtrAcct.id.BBAN,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.id.IBAN,String,pacs00900101.cdtTrfTxInf[].cdtrAcct.id.IBAN,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.id.prtryAcct,SimpleIdentificationInformation2,pacs00900101.cdtTrfTxInf[].cdtrAcct.id.prtryAcct,SimpleIdentificationInformation2,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.id.prtryAcct.id,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.id,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.id.UPIC,String,pacs00900101.cdtTrfTxInf[].cdtrAcct.id.UPIC,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.nm,String,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.nm,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp,CashAccountType2,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp,CashAccountType2,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.CASH,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.CASH,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.CHAR,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.CHAR,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.COMM,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.COMM,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.TAXE,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.TAXE,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.CISH,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.CISH,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.TRAS,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.TRAS,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.SACC,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.SACC,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.CACC,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.CACC,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.SVGS,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.SVGS,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.ONDP,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.ONDP,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.MGLD,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.MGLD,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.NREX,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.NREX,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.MOMA,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.MOMA,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.LOAN,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.LOAN,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.SLRY,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.SLRY,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.cd.ODFT,CashAccountType4Code,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd.ODFT,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].prvsInstgAgtAcct.tp.prtry,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId.prtry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].purp,Purpose1Choice,,,,not-started,,
pacs00800101.cdtTrfTxInf[].purp.cd,String,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].purp.prtry,String,pacs00900101.cdtTrfTxInf[].cdtr.finInstnId.clrSysMmbId.prtry,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].rgltryRptg,List<RegulatoryReporting2>,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rgltryRptg[].authrty,RegulatoryAuthority,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rgltryRptg[].authrty.authrtyCtry,String,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rgltryRptg[].authrty.authrtyNm,String,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rgltryRptg[].dbtCdtRptgInd,RegulatoryReportingType1Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rgltryRptg[].dbtCdtRptgInd.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].rgltryRptg[].dbtCdtRptgInd.CRED,RegulatoryReportingType1Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rgltryRptg[].dbtCdtRptgInd.DEBT,RegulatoryReportingType1Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rgltryRptg[].dbtCdtRptgInd.BOTH,RegulatoryReportingType1Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rgltryRptg[].rgltryDtls,StructuredRegulatoryReporting2,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rgltryRptg[].rgltryDtls.amt,CurrencyAndAmount,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rgltryRptg[].rgltryDtls.amt.ccy,String,pacs00900101.cdtTrfTxInf[].cdtrAcct.ccy,String,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].rgltryRptg[].rgltryDtls.amt.value,BigDecimal,pacs00900101.cdtTrfTxInf[].intrBkSttlmAmt.value,BigDecimal,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].rgltryRptg[].rgltryDtls.cd,String,pacs00900101.cdtTrfTxInf[].cdtrAcct.tp.cd,CashAccountType4Code,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].rgltryRptg[].rgltryDtls.inf,String,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rltdRmtInf,List<RemittanceLocation1>,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rltdRmtInf[].rmtId,String,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rltdRmtInf[].rmtLctnElctrncAdr,String,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rltdRmtInf[].rmtLctnMtd,RemittanceLocationMethod1Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rltdRmtInf[].rmtLctnMtd.declaringClass,Class,pacs00900101.cdtTrfTxInf[].cdtr.brnchId.pstlAdr.adrTp.declaringClass,Class,heuristic-suffix,done,,heuristic match
pacs00800101.cdtTrfTxInf[].rltdRmtInf[].rmtLctnMtd.FAXI,RemittanceLocationMethod1Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rltdRmtInf[].rmtLctnMtd.EDIC,RemittanceLocationMethod1Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rltdRmtInf[].rmtLctnMtd.URID,RemittanceLocationMethod1Code,,,,not-started,,
pacs00800101.cdtTrfTxInf[].rltdRmtInf[].rmtLctnMtd.EMAL,RemittanceLocationMethod1Code,,,,not-started,,
